kontostand,dauer,kredithistorie,zweck,kreditbetrag,ersparnisse,beschaeftigt_seit,rate_vs_einkommen,geschlecht,mitschuldner,meldeadresse_seit,vermoegen,alter,verpflichtungen,wohnung,bestehende_kredite,job,unterhaltspflichtig,telefon,ergebnis,status
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,7721,unbekannt / kein Konto,weniger als 1 Jahr,1,weiblich,keine,2,Immobilien,30,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,14,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,1410,zwischen 500 und 1.000,laenger als 7 Jahre,1,maennlich,keine,2,unbekannt / kein Vermoegen,35,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
unter 200 DM,6,Bestehender Kredit wird puenktlich bedient,Geschaeft,1449,zwischen 100 und 500,laenger als 7 Jahre,1,maennlich,keine,2,Auto,31,Bank,Eigentum,2,Facharbeiter / Beamter,2,nein,1,geschieden / getrennt
mehr als 200 DM,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,392,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,Immobilien,23,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,6260,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,3,unbekannt / kein Vermoegen,28,keine,Miete,1,ungelernt / angestellt,1,nein,1,single
Kein Konto,36,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,7855,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,2,unbekannt / kein Vermoegen,25,Laden,Eigentum,2,Facharbeiter / Beamter,1,ja,2,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1680,zwischen 500 und 1.000,laenger als 7 Jahre,3,maennlich,keine,1,unbekannt / kein Vermoegen,35,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,48,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,3578,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,1,unbekannt / kein Vermoegen,47,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
im Dispo,42,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,7174,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,weiblich,keine,3,Auto,30,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
im Dispo,10,Kritisches Konto / Kredite bei anderer Bank,Moebel,2132,unbekannt / kein Konto,weniger als 1 Jahr,2,weiblich,weiterer Kreditnehmer,3,unbekannt / kein Vermoegen,27,keine,Miete,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,33,Kritisches Konto / Kredite bei anderer Bank,Moebel,4281,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,1,weiblich,keine,4,Auto,23,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2366,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,3,maennlich,keine,3,Auto,36,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,geschieden / getrennt
im Dispo,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1835,weniger als 100,zwischen 1 und 4 Jahren,3,weiblich,keine,2,unbekannt / kein Vermoegen,25,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,3868,weniger als 100,laenger als 7 Jahre,4,weiblich,keine,2,Auto,41,keine,Miete,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1768,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,unbekannt / kein Vermoegen,24,keine,Miete,1,ungelernt / angestellt,1,nein,1,single
mehr als 200 DM,10,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,781,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,63,keine,kostenlos,2,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1924,unbekannt / kein Konto,weniger als 1 Jahr,4,weiblich,keine,3,unbekannt / kein Vermoegen,27,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,2121,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,30,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,701,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,40,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,verheiratet / verwitwet
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Reparaturen,639,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,30,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,12,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,1860,weniger als 100,arbeitslos,4,maennlich,keine,2,Auto,34,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,3499,weniger als 100,zwischen 1 und 4 Jahren,3,weiblich,weiterer Kreditnehmer,2,unbekannt / kein Vermoegen,29,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,48,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,8487,unbekannt / kein Konto,zwischen 4 und 7 Jahren,1,weiblich,keine,2,Auto,24,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,36,Bestehender Kredit wird puenktlich bedient,Ausbildung,6887,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,3,Immobilien,29,Laden,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2708,weniger als 100,weniger als 1 Jahr,2,maennlich,keine,3,Immobilien,27,Bank,Eigentum,2,ungelernt / angestellt,1,nein,1,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1984,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,47,Bank,kostenlos,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,60,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,10144,zwischen 100 und 500,zwischen 4 und 7 Jahren,2,weiblich,keine,4,unbekannt / kein Vermoegen,21,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1240,unbekannt / kein Konto,laenger als 7 Jahre,4,weiblich,keine,2,unbekannt / kein Vermoegen,38,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,27,Bestehender Kredit wird puenktlich bedient,Gebrauchtwagen,8613,ueber 1.000,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,27,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,766,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,66,keine,Eigentum,1,ungelernt / angestellt,1,nein,2,single
unter 200 DM,15,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,2728,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,Buerge,2,unbekannt / kein Vermoegen,35,Bank,Eigentum,3,Facharbeiter / Beamter,1,ja,1,single
mehr als 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1881,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,2,Auto,44,keine,Miete,1,ungelernt / angestellt,1,ja,1,single
mehr als 200 DM,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,709,ueber 1.000,weniger als 1 Jahr,2,maennlich,keine,2,unbekannt / kein Vermoegen,27,keine,Eigentum,1,ungelernt/nicht angestellt,1,nein,1,verheiratet / verwitwet
unter 200 DM,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,4795,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,1,unbekannt / kein Vermoegen,30,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,27,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3416,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,Auto,27,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2462,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Auto,22,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,21,Kritisches Konto / Kredite bei anderer Bank,Moebel,2288,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,4,Immobilien,23,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,48,keine Kredite/puenktliche Zahlung,Geschaeft,3566,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,2,Auto,30,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,6,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,860,weniger als 100,laenger als 7 Jahre,1,weiblich,keine,4,unbekannt / kein Vermoegen,39,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,682,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,weiblich,keine,3,Auto,51,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,36,Kritisches Konto / Kredite bei anderer Bank,Moebel,5371,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,Buerge,2,Immobilien,28,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1582,ueber 1.000,laenger als 7 Jahre,4,maennlich,keine,4,Auto,46,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1346,zwischen 100 und 500,laenger als 7 Jahre,2,maennlich,keine,4,unbekannt / kein Vermoegen,42,Bank,kostenlos,1,Facharbeiter / Beamter,2,ja,1,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1924,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,4,Immobilien,38,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
mehr als 200 DM,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,5848,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,1,Auto,24,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,7758,ueber 1.000,laenger als 7 Jahre,2,weiblich,keine,4,unbekannt / kein Vermoegen,29,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,24,Bestehender Kredit wird puenktlich bedient,Geschaeft,6967,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,4,Auto,36,keine,Miete,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1282,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,4,Auto,20,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
im Dispo,9,Kritisches Konto / Kredite bei anderer Bank,Reparaturen,1288,zwischen 100 und 500,laenger als 7 Jahre,3,maennlich,Buerge,4,unbekannt / kein Vermoegen,48,keine,Eigentum,2,Facharbeiter / Beamter,2,nein,1,single
im Dispo,12,keine Kredite/puenktliche Zahlung,Umschulung,339,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,1,Auto,45,Bank,Eigentum,1,ungelernt / angestellt,1,nein,1,verheiratet / verwitwet
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3512,zwischen 100 und 500,zwischen 4 und 7 Jahren,2,maennlich,keine,3,Auto,38,Bank,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,6,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1898,unbekannt / kein Konto,zwischen 1 und 4 Jahren,1,maennlich,keine,2,unbekannt / kein Vermoegen,34,keine,Eigentum,2,ungelernt / angestellt,2,nein,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,2872,zwischen 100 und 500,laenger als 7 Jahre,3,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,Eigentum,1,Facharbeiter / Beamter,2,ja,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1055,weniger als 100,weniger als 1 Jahr,4,weiblich,keine,1,Immobilien,30,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Haushaltsgeraete,1262,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,4,maennlich,keine,3,Immobilien,36,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,7308,weniger als 100,arbeitslos,2,maennlich,keine,4,unbekannt / kein Vermoegen,70,Bank,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,909,zwischen 500 und 1.000,laenger als 7 Jahre,4,maennlich,keine,4,Immobilien,36,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2978,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,1,maennlich,keine,2,Auto,32,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1131,weniger als 100,arbeitslos,4,weiblich,keine,2,Auto,33,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,11,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1577,ueber 1.000,weniger als 1 Jahr,4,weiblich,keine,1,unbekannt / kein Vermoegen,20,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3972,weniger als 100,zwischen 4 und 7 Jahren,2,weiblich,keine,4,Immobilien,25,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,1935,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,31,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,2,geschieden / getrennt
im Dispo,15,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,950,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,3,Auto,33,keine,Miete,2,Facharbeiter / Beamter,2,nein,2,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,763,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,1,unbekannt / kein Vermoegen,26,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,24,Bestehender Kredit wird puenktlich bedient,Moebel,2064,weniger als 100,arbeitslos,3,weiblich,keine,2,Immobilien,34,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
unter 200 DM,8,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1414,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,Buerge,2,unbekannt / kein Vermoegen,33,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,21,Bestehender Kredit wird puenktlich bedient,Ausbildung,3414,weniger als 100,weniger als 1 Jahr,2,maennlich,keine,1,Immobilien,26,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,30,keine Kredite/puenktliche Zahlung,Gebrauchtwagen,7485,unbekannt / kein Konto,arbeitslos,4,weiblich,keine,1,unbekannt / kein Vermoegen,53,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2577,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,1,Auto,42,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,geschieden / getrennt
im Dispo,6,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,338,zwischen 500 und 1.000,laenger als 7 Jahre,4,maennlich,keine,4,Auto,52,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1963,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,2,Auto,31,keine,Miete,2,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
im Dispo,21,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,571,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,65,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Geschaeft,9572,weniger als 100,weniger als 1 Jahr,1,maennlich,keine,1,Auto,28,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,2,geschieden / getrennt
unter 200 DM,36,Bestehender Kredit wird puenktlich bedient,Geschaeft,4455,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,30,Laden,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,geschieden / getrennt
im Dispo,21,keine Kredite/puenktliche Zahlung,Neuwagen,1647,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,40,keine,Eigentum,2,ungelernt / angestellt,2,nein,2,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Moebel,3777,ueber 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,50,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,884,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,4,Auto,36,Bank,Eigentum,1,Facharbeiter / Beamter,2,ja,2,single
Kein Konto,15,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1360,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,31,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,9,keine Kredite/puenktliche Zahlung,Gebrauchtwagen,5129,weniger als 100,laenger als 7 Jahre,2,weiblich,keine,4,unbekannt / kein Vermoegen,74,Bank,kostenlos,1,"Management, selbstaendig, hochqualifiziert",2,ja,2,single
unter 200 DM,16,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1175,weniger als 100,arbeitslos,2,maennlich,keine,3,Auto,68,keine,kostenlos,3,ungelernt/nicht angestellt,1,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,674,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,1,Immobilien,20,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,verheiratet / verwitwet
unter 200 DM,18,Kritisches Konto / Kredite bei anderer Bank,Moebel,3244,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,keine,4,Auto,33,Bank,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,4591,ueber 1.000,zwischen 1 und 4 Jahren,2,maennlich,keine,3,Immobilien,54,keine,Eigentum,3,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
unter 200 DM,48,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,3844,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,34,keine,kostenlos,1,ungelernt / angestellt,2,nein,2,single
unter 200 DM,27,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,3915,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,36,keine,Eigentum,1,Facharbeiter / Beamter,2,ja,2,single
Kein Konto,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2108,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,2,unbekannt / kein Vermoegen,29,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
unter 200 DM,45,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3031,zwischen 100 und 500,zwischen 1 und 4 Jahren,4,maennlich,Buerge,4,Immobilien,21,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,9,Kritisches Konto / Kredite bei anderer Bank,Ausbildung,1501,weniger als 100,laenger als 7 Jahre,2,weiblich,keine,3,Auto,34,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,6,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1382,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,keine,1,Auto,28,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,951,zwischen 100 und 500,weniger als 1 Jahr,4,weiblich,keine,4,Auto,27,Bank,Miete,4,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,2760,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,36,Bank,kostenlos,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Bestehender Kredit wird puenktlich bedient,Moebel,4297,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,3,unbekannt / kein Vermoegen,40,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,geschieden / getrennt
Kein Konto,9,Kritisches Konto / Kredite bei anderer Bank,Ausbildung,936,zwischen 500 und 1.000,laenger als 7 Jahre,4,maennlich,keine,2,Auto,52,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1168,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,27,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,verheiratet / verwitwet
Kein Konto,27,Bestehender Kredit wird puenktlich bedient,Geschaeft,5117,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,4,Auto,26,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Umschulung,902,weniger als 100,zwischen 4 und 7 Jahren,4,maennlich,keine,4,Immobilien,21,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,verheiratet / verwitwet
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,1495,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,1,unbekannt / kein Vermoegen,38,keine,Eigentum,2,ungelernt / angestellt,2,nein,1,single
im Dispo,30,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,10623,weniger als 100,laenger als 7 Jahre,3,maennlich,keine,4,unbekannt / kein Vermoegen,38,keine,kostenlos,3,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
